movie_name,summary
all my puny sorrows,based international best selling novel miriam toews puny sorrow poignant story two sister one concert pianist obsessed ending life writer wrestling decision make profound discovery
the ref,cat burglar forced take bickering dysfunctional family hostage christmas eve
diamonds are forever,diamond smuggling investigation lead james bond la vega uncovers evil plot involving rich business tycoon
dreamer: inspired by a true story,dreamer inspired true story tell story father love daughter sacrifice almost everything save life injured racehorse bring promising filly back former glory dreamworks
beautiful losers,beautiful loser feature documentary film celebrating independent diy spirit unified loose knit group american artist emerged underground youth subculture skateboarding graffiti punk rock hip hop documentary tell story group outsider little formal training almost conception interest inner working art world ended incredible impact world art fashion music film pop culture sidetrack film
music and lyrics,washed eighty pop star grant get chance make comeback team unlikely partner barrymore road back success
unfriended,video chatting one night six high school friend receive skype message classmate killed year earlier first think prank girl start revealing friend darkest secret realize dealing something world something want dead
1982,invasion lebanon private school outskirt beirut year old wissam try tell classmate crush teacher different side political divide try mask fear
superior,marian run go place know safe childhood home greeted estranged sister vivian stay home housewife struggling conceive verge failing marriage though two identical twin live opposite life marian mysterious return disrupts vivian small town routine sister must learn reconnect reconcile marian haunting past finally catch separate world collide catapulting sister grave danger
the magician,melbourne hit man ray shoesmith discovers next door neighbor film student commission document life footage released event early death focus violence conversation banality intensity human interaction obsessive interest detail see make ray tick even witness brutal efficiency darkly comic tale fictional narrative shot like documentary main character likeable killer whose strangely moral illustration take jab everything legalization drug prevalence gay hollywood regent releasing
natural light,world war ii occupied soviet union istv n semetka simple hungarian farmer serf caporal special unit scouting partisan group way remote village company fall enemy fire commander killed semetka overcome fear take command unit dragged chaos cannot control
the banker,revolutionary businessmen bernard garrett anthony mackie joe morris samuel l jackson devise audacious risky plan take racist establishment helping african american pursue american dream along garrett wife eunice nia long train working class white man matt steiner nicholas hoult pose rich privileged face burgeoning real estate banking empire garrett morris pose janitor chauffeur success ultimately draw attention federal government threatens everything four built
american swing,year new york city burned metropolis hurtled bankruptcy city nightlife hit unprecedented height midtown ultra exclusive studio cocaine fueled celebrity clubhouse downtown spartan cbgb punk rocker set destroy everything pop meanwhile basement prestigious ansonia building conservative upper west side plato retreat opened door ordinary couple came dance swim swap start revolution brainchild former wholesale meat purveyor larry levenson plato retreat quickly emerged epicenter public sex generation previously swinging mostly underground activity engaged primarily attractive well plato welcomed anyone everyone mere couple checked judgment pedigree door clothing optional disneyland debutante got next bus driver movie star gave secretary starlet treatment levenson others plato utopia time capsule eager forget utilizing exclusive interview former patron employee family member intercut riveting never seen archival material american swing brings little known epic sex excess big screen first time magnolia
sharkwater,sharkwater take shark rich water world exposing exploitation corruption surrounding world shark population marine reserve coco island costa rica galapagos island ecuador sharkwater production
night watch: nochnoi dozor,night watch first installment trilogy based best selling russian sci fi novel sergei lukyanenko also includes day watch dusk watch visionary horror fantasy film feature dazzling mix mind blowing effect adrenaline fuelled action suspenseful terror fox searchlight
oss 117 - lost in rio,twelve year cairo os back new mission end world track microfilm compromising french state france famous secret agent team mossad seductive lieutenant colonel order capture nazi blackmailer rio sunny beach luxuriant amazonian forest depth secret grotto top corcovado christ new adventure begin whatever danger whatever stake always count hubert bonisseur de la bath find way music box film
mama weed,french arabic translator paris police anti narcotic unit patience portefeux isabelle huppert interprets daily call conversation city biggest drug dealer evening look aging mother long term care facility month behind paying bill overhears son one mother nurse wiretap work patience moved protect involvement business quickly escalates find possession huge store hash insider knowledge required move newly adopted retired police dog side patience transforms mama weed savvy saleswoman capitalizing field experience earn extra income desperately need best stay one step ahead colleague precinct
complete unknown,shape shifting tale peril pleasure self reinvention begin dinner party tom michael shannon co worker arrives intriguing date named alice rachel weisz tom convinced know refuse acknowledge history alice make hasty exit tom set follows night odyssey shared two people one needing change life questioning stop changing ifc film
a bottle in the gaza sea (une bouteille à la mer),tai year old naim israeli palestinian life jerusalem life gaza born land scorched earth father bury child must endure explosive situation choosing age young people falling love taking place adult life bottle thrown sea correspondence email nurture slender hope relationship might give strength confront harsh reality grapple thereby ever slightly change mile separate many bombing check point sleepless night bloodstained day stand
where soldiers come from,snowy small town northern michigan mountain afghanistan back soldier come follows four year journey childhood friend forever changed faraway war documentary growing soldier come intimate look young men fight war family town come returning hometown director heather courtney gain extraordinary access following young men grow change teenager stuck town year old veteran facing struggle returning home international film circuit
back to burgundy,jean pio marmai left native burgundy family wine business decade ago travel around world black sheep family unexpectedly return home reconnect ailing father jean father dy sister juliette ana girardot take rein domaine together younger brother j r mie fran ois civil recently married one region prestigious wine family business transferred child prohibitive inheritance tax must dealt four season two harvest unfold emotional work related conflict erupt force sibling reinvent relationship life choice survive family business
the glorias,journalist fighter feminist gloria steinem indelible icon known world shaping activism guidance revolutionary woman movement writing impacted generation nontraditional biopic backdrop lonely bus open highway five glorias trace steinem influential journey prominence time india young woman founding m magazine new york role rise woman right movement beyond
jimmy carter man from plains,jimmy carter man plain intimate surprising encounter president jimmy carter following path mr carter recent controversial book tour palestine peace apartheid director jonathan demme reveals complex individual gusto determination youngster criss cross country get message across even message creates medium onslaught credibility judgment called question jimmy carter man plain explores private public side jimmy carter whose intense sense justice compels pursue undiminished energy hope lifelong deeply spiritual vision reconciliation peace sony picture classic
the voices,disturbed factory worker ryan reynolds hears advice pet dog cat implicated accidental death co worker
free men,german occupied paris younes young unemployed algerian earns living black marketeer arrested french police given chance avoid jail younes agrees spy paris mosque police suspect mosque authority among rector ben ghabrit aiding muslim resistance agent well helping north african jew giving false certificate mosque younes meet algerian singer salim halali moved salim beautiful voice strong personality deep friendship develops soon younes discovers salim jewish spite risk entail younes stop collaborating police gradually develops politically ignorant immigrant worker fully fledged freedom fighter film movement
the coca-cola kid,eccentric marketing guru visit coca cola subsidiary australia try increase market penetration find zero penetration valley owned old man make soft drink visit valley see kid persistence tested given tour man plant begin talking joint venture thing get complicated coca cola man begin falling love temporary secretary seems connection valley
...and justice for all.,lawyer forced defend guilty judge defending innocent client trying find punishment guilty provide justice innocent
moonshot,moonshot follows walt cole sprouse sophie lana condor join force order reunited significant others two embark upon lively journey wind taking wildly unexpectedly course
beuys,thirty year death joseph beuys still feel like visionary widely considered one influential artist generation known contribution fluxus movement work across diverse medium happening performance sculpture installation graphic art beuys expanded concept role artist place middle socially relevant discourse medium community capitalism using previously untapped visual audio source director andreas veiel created one kind chronicle beuys portrait traditional sense intimate depth look human art idea way impacted world kino lorber
jumanji: welcome to the jungle,four teenager detention discover old video game console game never heard immediately thrust game jungle setting body avatar played dwayne johnson jack black kevin hart karen gillan discover play jumanji jumanji play go dangerous adventure life stuck game forever
my sister maria,maximilian schell blend interview staged scene examination life relationship sister confidant maria schell
nascar: the imax experience,imax film transport fan driver seat america popular spectator sport
pipe dream,lonely new york plumber pose film director attempt meet woman
the triumph of love,sun drenched italian villa madness love long forbidden one woman passion upend reason bend gender take every heart house prisoner paramount classic
god help the girl,hospital dealing emotional problem eve emily browning start writing song way getting better lead hospital glasgow scotland meet james cassie two musician crossroad follows story renaissance course long dream like summer
wildling,since birth anna bel powley raised isolation man know daddy brad dourif done everything possible conceal truth girl origin teenage anna suddenly thrust real world protection nonsense police officer ellen liv tyler soon becomes clear young woman far ordinary unable adjust normal life anna find drawn instead wild freedom forest struggling resist growing bloodlust awakened inside ifc midnight
the fast and the furious,fierce frenzied look rival los angeles street team use street racing mean establishing power universal picture
amira & sam,army veteran unlikely romance iraqi immigrant put test faced prospect deportation
brian banks,brian bank aldis hodge american high school football star committed usc find life upended wrongly convicted crime commit despite lack evidence bank railroaded broken justice system sentenced decade prison probation year later support justin brook greg kinnear california innocence project bank fight reclaim life fulfill dream playing nfl
norwegian wood,tokyo late student around world uniting overthrow establishment toru watanabe personal life similarly tumult heart deeply devoted first love naoko beautiful introspective young woman complex bond forged tragic death best friend year watanabe life influence death everywhere midori girl everything naoko outgoing vivacious supremely self confident march life watanabe must choose past future red flag releasing
baskin,five man unit cop night patrol get bargain arrive creepy backwater town middle nowhere call come radio backup entering derelict building seasoned tough guy rookie junior still haunted traumatic childhood dream one thing never kind movie split soon realize stumbled monstrous charnel house descend ever nightmarish netherworld grotesque mind wrenching horror await every turn one baskin police raid non turkish speaker going end well wait thing seem truly disturbing outrageously gory increasingly surreal film whose unpredictable narrative slippage pull carpet foot keep guessing right final moment wildly original whatsit reconfirms turkey breakout national cinema moment ifc midnight
oliver & company,lost alone kitten join gang dog engaged petty larceny new york city
to the wonder,visiting mont saint michel marina neil come oklahoma problem arise marina meet priest fellow exile struggling vocation neil renews tie childhood friend jane
fame,chronicle life several teenager attend new york high school student gifted performing art
a kid like jake,brooklyn parent alex claire dane greg jim parson lucky kid like jake four year old bright precocious creative happens prefer disney princess toy car skirt jean jake gender expansive behavior local preschool director judy octavia spencer dub big deal alex greg seems process navigating new york city hyper competitive private school system open parental quagmire could jake gender nonconformity thing give child edge admission game young young put label child identity phase jake truly transgender split opinion handle situation alex greg find navigating emotional ethical minefield one patch common ground fierce desire right jake ifc film
steep,steep feature documentary bold adventure exquisite athleticism pursuit perfect moment ski story big mountain skiing sport barely existed year ago started mountain chamonix france skier began attempt ski descent extreme appeared almost suicidal men anselme baud patrick vallen ant inspired challenge skiing one thought ski two generation later world greatest skier pursue sport prize winning simply experiencing exhilaration skiing exploring big wild remote mountain sony picture classic
hitch,sophisticated romantic comedy alex hitch hitchens smith legendary deliberately anonymous new york city date doctor fee helped countless men woo woman dream coaching albert james meek accountant smitten glamorous celebrity valletta hitch finally meet match person gorgeous whip smart sara mendes gossip columnist sony
zero bridge,zero bridge story dilawar rebellious seventeen year old kashmiri boy life outskirt srinagar city strict uncle ali mason took dilawar abandoned adoptive mother help make end meet dilawar recently abandoned school apprentice uncle mason crew dilawar hate current life secretly plan leave uncle join adoptive mother delhi supplement income participating shady activity taking money math assignment old school classmate picking pocket city market errand shipping office dilawar meet ban bright young woman recently returned srinagar completing study america although dilawar recognizes ban one recent pickpocket victim ban recognize course many visit shipping office dilawar warms ban eventually enlists help math assignment although ban unaware helping earn extra money enjoy others company friendship gently grows meanwhile dilawar continues illegal activity undeterred consequence action eventually cause havoc dilawar ban life threatening friendship future film desk
ffolkes,terrorist take two oil rig threaten blow demand met eccentric anti terrorism expert volunteer unique commando unit stop
the enforcer,dirty harry must foil terrorist organization made disgruntled vietnam veteran time teamed rookie female partner excited working
shivers,resident suburban high rise apartment building infected strain parasite turn mindless sex crazed fiend infect others slightest sexual contact
lover come back,series misunderstanding leaf advertising executive campaign product yet invented romance rival guise inventor
operation finale,true story follows covert mission legendary mossad agent peter malkin infiltrates argentina capture adolf eichmann nazi officer masterminded transportation logistics brought million innocent jew death concentration camp mgm
"the prize winner of defiance, ohio",based true story film feature julianne moore mother defies convention day find way keep family together applying remarkable resourcefulness uncommon wit go fish picture
before i fall,one day change absolutely everything samantha kingston zoey deutch everything perfect friend perfect guy seemingly perfect future everything change one fateful night sam wake future trapped reliving day begin question perfect life really begin untangle mystery life suddenly derailed must also unwind secret people closest discover power single day make difference life life around run time good
life in a day,film user generated feature length documentary shot single day enlisted capture moment day camera global community responded submitting video youtube life day brings together compelling footage offer unique experience show beauty humor joyful honesty like alive earth today nat geo movie
dolphin tale 2,several year since young sawyer nelson dedicated team clearwater marine hospital headed dr clay haskett rescued winter help dr cameron mccarthy developed unique prosthetic tail injured dolphin able save life yet fight winter surrogate mother elderly dolphin panama passed away leaving winter without poolmate ever known however loss panama may even greater repercussion winter according usda regulation cannot housed alone dolphin social behavior requires paired dolphin time running find companion team clearwater loses beloved winter another aquarium warner bros
august: osage county,dark secret weston family come surface reunite family crisis
it: chapter two,twenty seven year loser club defeated pennywise returned terrorize town derry adult loser long since gone separate way however people disappearing mike one group remain hometown call others home damaged experience past must conquer deepest fear destroy pennywise putting directly path shape shifting clown become deadlier ever
spin me round,woman win expense trip company gorgeous institute outside florence also chance meet restaurant chain wealthy charismatic owner find different adventure one imagined
stray dolls,leaving india behind break life petty crime riz geetanjali thapa arrives stateside get housekeeping job decidedly landlocked tide plaza motel manager una cynthia nixon house employ several young people dire strait including dallas olivia dejonge riz new roommate first antagonistic girl soon realize opposite personality complement dallas bit wild card hooking motel resident drug dealer una son jimmy robert aramayo whereas riz guarded stolid reluctant take route forward entirely legal riz forced steal one motel room inadvertently set series violent event becomes entangled web crime desperate agency riz dallas forced take matter hand
twice in a lifetime,middle aged steelworker content job family feel something missing life th birthday stop local bar drink celebrate find attracted sexy barmaid surprise find also attracted
boston strangler,loretta mclaughlin keira knightley reporter record american newspaper becomes first journalist connect boston strangler murder mysterious killer claim victim loretta attempt continue investigation alongside colleague confidante jean cole carrie coon yet duo find stymied rampant sexism era nevertheless mclaughlin cole bravely pursue story great personal risk putting life line quest uncover truth
it happened in l.a.,annette michelle morgan elliot jorma taccone mostly happy moderately neurotic la couple maybe annette enjoy game night taco stand much elliot relationship perfect right rather embracing difference annette compare relationship happy couple friend cannot endorsed annette beautiful romantically troubled best friend baker dree hemingway well versed bleakness la dating scene
tokyo tribe,futuristic japan territorial street gang form opposing faction collectively known tokyo tribe one gang leader break fragile peace trigger massive brutal street war supremacy
troubadours,wake turbulent new style song songwriter came fore los angeles emerging center american music scene young songwriter come together express inspire complete love scene largely revolved around old beatnik club capacity hundred people troubadour seed idea film came series landmark reunion concert james taylor carole king played troubadour mark club th anniversary tremolo production
the wisdom of crocodiles,searching ideal woman steven law vampire type london craves intimacy woman meet strong woman named anne clear one survive
the mist,david drayton young son billy among large group terrified townspeople trapped local grocery store strange otherworldly mist david first realize thing lurking mist deadly horrifying thing creature world survival depends everybody store pulling together possible given human nature reason crumbles face fear panic david begin wonder terrifies monster mist one inside store human kind people friend neighbor weinstein company
troop zero,tiny georgia town motherless girl dream life beyond confines trailer park home quest connection lead reach star competition included nasa landmark golden record becomes clear depend new friend take last mile
jug face,jug face tell story pregnant teen trying escape backwoods community discovers may sacrificed creature pit entity pit requires life keeping community safe face person sacrificed crafted onto ceramic jug ignored entity unleashes evil onto community modern distributor
f9: the fast saga,dom toretto vin diesel leading quiet life grid letty son little brian know danger always lurks peaceful horizon time threat force dom confront sin past going save love crew join together stop world shattering plot led skilled assassin high performance driver ever encountered man also happens dom forsaken brother jakob john cena
x-men: the last stand,climax x men trilogy cure mutancy threatens alter course history first time mutant choice retain uniqueness though isolates alienates give power become human th century fox
adam resurrected,adam resurrected follows former berlin magician circus impresario adam stein enthralling enigmatic patient seizling institute remote israeli rehabilitation outpost holocaust survivor entertainer clairvoyant sophisticate lothario stein veers brilliance eroticism horror madness flashback physical psychological demoralization endured commandant klein stellring death camp stein appears everyone stymied overawed unusual new patient seems magnetic power break free grip relentless torment bleiberg entertainment
night falls on manhattan,sean casey garcia another idealistic assistant prosecution cop killing drug lord catapult center new york tempestuous political arena vowing follow clue wherever lead young embarks search truth force question faith law loyalty loved one place system justice ultimate con paramount
jarhead,laced dark wit honest inquisition episode surreal poignant tragic absurd jarhead film adaptation marine anthony swofford bracing memoir took reader disorienting firsthand experience gulf war universal
cosmopolis,unfolding single cataclysmic day story follows eric packer year old financial whiz kid billionaire asset manager head tricked stretch limo get haircut father old barber remotely wagering company massive fortune bet chinese yuan packer luxe trip across city quickly becomes dizzyingly hellish encounter explosive city riot parade provocative visitor thrust myriad intimate encounter started day everything believing future packer perfectly ordered doubt free world implode entertainment one
acts of worship,story addiction friendship loss contradiction redemption involving alix homeless addict digna successful photographer manhattan lower east side
class action,two lawyer father hackman daughter mastrantonio opposite side class action lawsuit
footloose,ren maccormack transplanted boston small southern town bomont experience heavy dose culture shock year prior community rocked tragic accident killed five teenager night bomont local councilman beloved reverend shaw moore responded implementing ordinance prohibit loud music dancing one bow status quo ren challenge ban revitalizing town falling love minister troubled daughter ariel process paramount picture
jason bourne,matt damon return iconic role jason bourne find cia lethal former operative drawn shadow
love liza,showpiece comic human desperation wonderfully inspired tale survivor possibility impossibility resolution sony picture classic
swimming upstream,swimming upstream tell compelling inspirational true story tony fingleton young man form troubled family found inner strength become champion swimmer mgm
nocturne,inside hall elite art academy timid music student begin outshine accomplished outgoing twin sister discovers mysterious notebook belonging recently deceased classmate
year of the horse,film document neil young crazy horse concert tour jim jarmusch interview band long history see backstage footage
disclosure,sexual harassment corporate politics provide basis contemporary drama duplicitous female executive try run ex lover company rebuff sexual advance warner bros
the 100-year-old man who climbed out the window and disappeared,long colorful life working munition getting entangled spanish civil war manhattan project definitive event th century allan karlsson find stuck nursing home determined escape th birthday leap window onto nearest bus kicking unexpected journey involving among surprise suitcase stuffed cash wicked criminal elephant named sonya music box film
the last shift,last shift american story two men struggling town world apart stanley richard jenkins aging fast food worker plan call quits year graveyard shift oscar chicken fish last weekend take turn training replacement jevon shane paul mcghie talented stalled young writer whose provocative politics keep landing trouble two share little common brought together circumstance stanley high school dropout watched life pas drive window proudly detail nuance job jevon columnist smart flipping patty contends labor exploited flicker comradery spark long overnight hour quiet kitchen
altered states,harvard scientist conduct experiment hallucinatory drug isolation chamber may causing regress genetically
tuvalu,black white silent comedy told image international dialogue
help!,sir ringo starr find human sacrifice target cult fellow member beatles must try protect
no stone unturned,investigative documentary filmmaker alex gibney best known oscar winning taxi dark side enron smartest guy room least dozen others turn sight loughinisland massacre cold case remains open wound irish peace process family victim murdered watching world cup local pub promised justice year later still know killed loved one gibney uncovers web secrecy lie corruption often result powerful insist acting greater good abramorama
wolf totem,young beijing student chen zhen sent live among nomadic herdsman inner mongolia caught advance civilization south nomad traditional enemy marauding wolf north human animal resident invader alike struggle find true place world
pirate radio,broadcasting live old tanker anchored middle north sea beyond british jurisdiction radio rock sends vibrant unifying signal million across nation ranging age wide eyed pre teen secretly tuning long past bedtime everyday people need musical pick radio rock roster overseen unflappable station owner ship captain quentin includes risk prone american known count mystic deejay royalty gavin slyly amorous dave idiosyncratic new zealander angus rarely seen bob aptly named thick kevin lovelorn simon lady magnet mark shy harold reporter news john lesbian ship cook felicity one night quentin teenaged godson carl come aboard carl harbor romantic aspiration hope fulfilled one biweekly visit radio rock prettiest fan also hope find long absent father focus feature
the reader,reader open post wwii germany teenager michael berg becomes ill helped home hanna stranger twice age michael recovers scarlet fever seek hanna thank two quickly drawn passionate secretive affair weinstein company
balls out,marriage graduation real world looming horizon fifth year senior caleb fuller reassembles ol team misfit one last epic run intramural football
year of the dragon,police detective crack organized crime chinatown murder triad mafia leader
cleopatra jones,u special agent cleopatra jones prof invaluable asset local police force war drug
the swan,wayward nine year old girl sent countryside work mature find instead deeply entangled drama hardly grasp
searching for the wrong-eyed jesus,thought provoking road trip american south film collage story testimony almost invariably sudden death sin redemption heaven hell middle ground film transit international
the keeping room,end civil war southerner augusta brit marling encounter two renegade drunken soldier sam worthington kyle soller mission pillage violence escaping attempted assault augusta race back isolated farmhouse share sister louise hailee steinfeld female slave mad muna otaru pair soldier track augusta intent exacting revenge trio woman forced take arm fend assailant finding way resourcefully defend home escalating attack become unpredictable relentless drafthouse film
the highwaymen,outlaw made headline lawman made history highwayman follows untold true story legendary detective brought bonnie clyde full force fbi latest forensic technology enough capture nation notorious criminal two former texas ranger kevin costner woody harrelson must rely gut instinct old school skill get job done
an american pickle,herschel greenbaum seth rogen struggling laborer immigrates america dream building better life beloved family one day working factory job fall vat pickle brined year brine preserve perfectly emerges present day brooklyn find aged day seek family troubled learn surviving relative great grandson ben greenbaum also played rogen mild mannered computer coder herschel even begin understand
we bought a zoo,bought zoo memoir benjamin mee tell true account author family used life saving buy dilapidated zoo replete exotic animal facing destruction english countryside mee along child balance caring wife dying brain cancer dealing escaped tiger raising endangered animal working eclectic skeleton crew readying zoo reopening th century fox
neighbors 2: sorority rising,mac seth rogen kelly radner rose byrne second baby way ready make final move adulthood suburb thought reclaimed neighborhood safe sell learn new occupant next door sorority even control teddy zac efron brother ever dreamed tired school sexist restrictive system unorthodox lady kappa nu decided start house whatever hell want shelby chlo grace moretz sister beth kiersey clemons nora beanie feldstein find perfect place campus let fact located quiet street stand way party epic guy throw forced turn one ex neighbor skill bring new greek next door radners alongside best friend jimmy ike barinholtz paula carla gallo bring charismatic teddy secret weapon infiltrate sorority charm way thirtysomethings shutter kappa home think neighbor going without fight severely underestimated power youthful ingenuity straight crazy universal picture
duck butter,two woman dissatisfied dishonesty see dating relationship decide make pact spend hour together hoping find new way create intimacy
the house of tomorrow,film tell futurist architect inventor r buckminster fuller incredible story two teen hoping get laid become punk god survive high school
universal soldier: day of reckoning,john wake coma wife daughter slaughtered brutal home invasion haunted image attack vow kill man responsible luc deveraux john try piece reality back together thing get complicated pursued relentless unisol john get closer deveraux rouge army genetically enhanced warrior led back dead leader andrew scott john discovers begin call question everything believed true magnet releasing
orchestra of exiles,early hitler began firing jewish musician across europe overcoming extraordinary obstacle violinist bronislaw huberman moved great musician palestine formed symphony would become israel philharmonic orchestra courage resourcefulness entourage ally including arturo toscanini albert einstein huberman saved close jew along musical heritage europe first run feature
gayby,jenn matt best friend college thirty fed new york dating scene single choice jenn spends day teaching hot yoga running errand bos matt unable get ex boyfriend withdrawn comic bookstore job stopped pursuing dream graphic novelist jenn proposes baby together seems like right idea right time jenn distrustful fertility doctor matt boastful guy able sex anyone decide fulfill youthful promise child together old fashioned way wolfe releasing
the bridge,people choose end life golden gate bridge anywhere else world bridge offer glimpse darkest possibly impenetrable corner human mind fate people died golden gate bridge linked together second fall ifc
brown sugar,dre diggs sidney lathan attribute friendship launch career single childhood moment day discovered hip hop new york street corner year later revered music critic successful though unfulfilled music executive lay track toward future hip hop thing keep coming back moment corner fox searchlight
crimes of the heart,three sister quite different personality life reunite babe youngest shot husband oldest sister lenny take care grandfather turning old maid meg aspires make hollywood singer actress wild man filled life reunion joyful also stir much tension
the mule,earl stone clint eastwood broke alone facing foreclosure business offered job simply requires drive easy enough unbeknownst earl signed drug courier mexican cartel well well fact cargo increase exponentially earl assigned handler one keeping tab earl mysterious new drug mule also hit radar hard charging dea agent colin bates even money problem become thing past earl past mistake start weigh heavily uncertain time right wrong law enforcement cartel enforcer catch
shrek forever after,shrek feeling domesticated fourth installment lost roar used send villager running away terror run ask sign pitchfork torch regain ogre mojo strike deal rumpelstiltskin pact go awry shrek must confront life would like far far away never existed translates donkey forced cart pulling duty fat lazy pus boot trading sword pink bow underhanded rumpelstiltskin ruling kingdom dreamworks animation
victoria and abdul,extraordinary true story unlikely friendship later year queen victoria judi dench remarkable rule abdul karim ali fazal young clerk travel india participate queen golden jubilee surprised find favor queen queen question constriction long held position two forge unlikely devoted alliance loyalty one another household inner circle attempt destroy friendship deepens queen begin see changing world new eye joyfully reclaims humanity
the oath,chris ike barinholtz high strung hour progressive news junkie levelheaded wife kai tiffany haddish learn citizen asked sign loyalty oath president reaction disbelief followed idealistic refusal thanksgiving deadline sign approach combination sparring relative chris agitation unexpected arrival two government agent john cho billy magnussen sends already tense holiday dinner gathering completely rail
turbo,garden snail dream becoming fastest snail world experience freak accident might allow realize goal
tron,computer hacker abducted digital world forced participate gladiatorial game chance escape help heroic security program
the spine of night,epic fantasy tale history land never begin ambitious young man steal forbidden knowledge sacred plant fall darker temptation unleashes age suffering onto mankind power grows year fall people different ilk culture attempt stop among stand daring tomb robber star crossed lover maniacal necromancer winged assassin undying guardian
psycho iii,norman bates fall love fallen nun stay bates motel alongside drifter curious reporter meanwhile mother still watching
bottom of the 9th,tragic mistake land year old baseball phenom bobby stano joe manganiello jail burgeoning professional baseball career get ground fresh prison work win back respect family lost love dream professional baseball career
sisters,two disconnected sister tina fey amy poehler summoned home clean childhood bedroom parent sell family house looking recapture glory day throw one final high school style party classmate turn cathartic rager bunch ground adult really need
biutiful,academy award winner javier bardem play man wrong side law struggle provide child dangerous street barcelona latest film academy award nominee alejandro gonzalez inarritu biutiful award best actor cannes film festival sure one talked film year roadside attraction
unleashed,beneath meanest street glasgow fiery gangster bart hoskins merciless debtor would rival anyone else even take passing dislike bart maintain chokehold unwitting enforcer danny li raised since boyhood rogue picture
the dictator,film tell heroic story dictator risked life ensure democracy would never come country lovingly oppressed inspired best selling novel zabibah king saddam hussein paramount picture
quantum of solace,betrayed vesper woman loved fight urge make latest mission personal pursuing determination uncover truth bond interrogate mr white reveals organization blackmailed vesper far complex dangerous anyone imagined forensic intelligence link dominic greene ruthless business man mysterious organization mission lead austria italy south america bond discovers greene conspiring take total control one world important natural resource forging deal exiled general medrano minefield treachery murder deceit bond ally old friend battle uncover truth get closer finding man responsible betrayal vesper must keep one step ahead cia terrorist even unravel greene sinister plan stop organization columbia picture
"roman j. israel, esq.",roman j israel esq denzel washington driven idealistic defense attorney whose life upended turbulent series event challenge activism defined career
blossoms of fire,blossom fire dazzling whirling dance film celebrates extraordinary life isthmus zapotec southern oaxaca mexico new yorker film
i declare war,armed nothing twig imagination simple set rule group year old engaged lively game capture flag neighborhood wood start dangerously blurring line make believe reality rock grenade tree control tower stick submachine gun youthful innocence game gradually take different tone quest victory push boundary friendship would warrior get searing glimpse humanity dark side combat scenario take beyond rule game adventure fantasy combat clash real world drafthouse film
gainsbourg: a heroic life,gainsbourg heroic life completely original take one france greatest maverick illustrious infamous jewish singer songwriter serge gainsbourg born lucien ginsburg russian jewish parent sfar follows precocious childhood nazi occupied paris beginning small time jazz musician finally pop superstar along way romance many era beautiful woman including juliette greco brigitte bardot jane birkin employing witty surrealistic style soundtrack includes many musician greatest hit gainsbourg heroic life quintessential time capsule paris music box film
...and they lived happily ever after,look three male friend woman life
danny collins,aging rocker danny collins al pacino give hard living way manager christopher plummer uncovers year old undelivered letter written john lennon decides change course embarks heartfelt journey rediscover family find true love begin second act
uncle frank,teenaged beth bledsoe sophia lillis leaf rural southern hometown study new york university beloved uncle frank paul bettany revered literature professor soon discovers frank gay living longtime partner walid wally nadeem peter macdissi arrangement kept secret year sudden death frank father beth grandfather frank forced reluctantly return home funeral beth tow finally face long buried trauma spent entire adult life running away
tragedy girls,best friend sadie mckayla mission boost social medium fandom amateur crime reporter hot trail deranged local serial killer manage capture killer secretly hold hostage realize best way get scoop future victim would know murder people tragedygirls become overnight sensation panic grip small town friendship survive strain national stardom get caught account get verified
come play,oliver azhy robertson lonely young boy feel different everyone else desperate friend seek solace refuge ever present cell phone tablet mysterious creature us oliver device break world oliver parent gillian jacob john gallagher jr must fight save son monster beyond screen
rise of the guardians,rise guardian epic magical adventure tell story santa claus easter bunny tooth fairy sandman jack frost legendary character previously unknown extraordinary ability evil spirit known pitch lay gauntlet take world immortal guardian must join force protect hope belief imagination child everywhere paramount picture
freaked,vain actor best friend activist end mutant freak farm run weirdo scientist
the midnight sky,augustine george clooney lonely scientist arctic race stop sully felicity jones fellow astronaut returning home mysterious global catastrophe
snakes on a plane,airborne thriller ruthless assassin unleashes crate full lethal snake onto packed passenger jet pacific ocean
l'attesa (the wait),sicily anna juliette binoche meeting son giuseppe french girlfriend jeanne lou de laa ge lead easter festivity young enchanting jeanne arrived excitement giuseppe whose continued delay lack presence cast dark mysterious shadow household giuseppe appear anna jeanne wait grow closer either imagined would despite secret harboring one another
between two worlds,based french journalist florence aubenas bestselling non fiction work le quai de ouistreham investigating rising precarity french society experience northern port city caen
pioneer,conspiracy thriller set early beginning norwegian oil boom enormous oil gas deposit discovered north sea authority aim bring oil ashore pipeline depth meter professional diver petter obsessed reaching bottom norwegian sea discipline strength courage take world dangerous mission sudden tragic accident change everything petter sent perilous journey loses sight pulling string gradually realizes way head life stake magnolia picture
lean on me,dedicated tyrannical joe clark appointed principal decaying inner city school determined improve mean
when a stranger calls,psychopathic killer terrorizes babysitter return seven year later menace
the blob,alien lifeform consumes everything path grows grows
ferdinand,ferdinand tell story giant bull big heart mistaken dangerous beast captured torn home determined return family rally misfit team ultimate adventure set spain ferdinand prof judge bull cover
